name,tags,rmp_info,take_again
"Sinex, Linda","['Clear grading criteria (5)', 'Gives good feedback (4)', 'Caring (4)', 'Get ready to read (3)', 'Participation matters (3)', 'Respected (3)', 'Lots of homework (3)', 'Accessible outside class (2)', 'Group projects (1)', 'Inspirational (1)']",4.4,100%
,[],NA,NA
"Githiri, Virginia","['Respected (11)', 'Hilarious (9)', 'Inspirational (6)', 'Caring (3)', 'Group projects (3)', 'Gives good feedback (2)', 'Amazing lectures (2)', 'Participation matters (2)', 'Clear grading criteria (1)']",4.5,100%
"Nelson, Tammi","['Gives good feedback (6)', 'Lots of homework (3)', 'Caring (3)', 'Group projects (3)', 'Participation matters (2)', 'Tough grader (1)', 'Respected (1)', 'Get ready to read (1)', 'Inspirational (1)']",4.0,100%
"Sokol, Paul","['Lots of homework (7)', 'Test heavy (7)', 'Graded by few things (6)', 'Tough grader (3)', 'Get ready to read (2)', 'Gives good feedback (2)', 'Participation matters (1)']",1.5,NA
"Coble, Cassandra ","['Tough grader (13)', 'Group projects (11)', 'Participation matters (3)', 'Get ready to read (3)', 'Graded by few things (3)', 'Respected (1)', 'Clear grading criteria (1)', 'Test heavy (1)', 'Caring (1)']",1.7,33%
"Henshel, Diane","['Graded by few things (1)', 'Participation matters (1)', 'Group projects (1)']",1.0,NA
,[],NA,NA
"Wu, Sherry","['Graded by few things (2)', 'Tough grader (1)', 'Test heavy (1)']",1.0,NA
"Sha, Ji-Ping","['Test heavy (6)', 'Tough grader (4)', 'Graded by few things (4)', 'Lots of homework (4)']",2.5,25%
"Mynark, Rick","['EXTRA CREDIT (15)', 'Lecture heavy (12)', 'Test heavy (9)', 'Clear grading criteria (5)', 'Amazing lectures (4)', 'Accessible outside class (3)', 'Participation matters (3)', 'Tough grader (2)', 'Respected (2)', 'Beware of pop quizzes (2)', 'Lots of homework (1)', 'Get ready to read (1)', 'Caring (1)', 'Hilarious (1)']",3.6,78%
"Whitmer, Jeff","['Tough grader (7)', 'Group projects (5)', 'Lots of homework (4)', 'Beware of pop quizzes (3)', 'Clear grading criteria (2)', 'Lecture heavy (1)', 'So many papers (1)', 'Hilarious (1)', 'Caring (1)']",2.0,NA
"Brassell, Simon","['Lots of homework (10)', 'Tough grader (7)', 'EXTRA CREDIT (4)', 'Group projects (3)', 'Lecture heavy (3)', 'Gives good feedback (2)', 'Clear grading criteria (2)', 'Participation matters (1)', 'Caring (1)', 'Amazing lectures (1)', 'Get ready to read (1)']",2.8,25%
,[],NA,NA
"Wennstrom, Erik","['Lots of homework (7)', 'Tough grader (4)', 'Gives good feedback (2)', 'Accessible outside class (2)', 'Caring (2)', 'EXTRA CREDIT (2)', 'Lecture heavy (1)', 'Clear grading criteria (1)']",4.2,83%
"Arceneaux, Mitch","['Gives good feedback (1)', 'EXTRA CREDIT (1)', 'Participation matters (1)', 'Respected (1)', 'Clear grading criteria (1)']",4.5,NA
"Arif, Salman","['Respected (8)', 'Inspirational (7)', 'Amazing lectures (3)', 'Gives good feedback (2)', 'Accessible outside class (2)', 'Tough grader (1)', 'Hilarious (1)', 'Get ready to read (1)', 'Lecture heavy (1)', 'Caring (1)', 'Lots of homework (1)']",3.9,78%
"Julien, Eileen","['Lecture heavy (1)', 'Get ready to read (1)', 'Participation matters (1)']",2.5,NA
"MacPhail, Eric","['Get ready to read (2)', 'Graded by few things (1)', 'Test heavy (1)']",3.0,NA
"Dunn, Elizabeth Culle",[],NA,NA
"Boss, Jacob","['Inspirational (3)', 'Get ready to read (3)', 'Participation matters (3)', 'Caring (2)', 'Gives good feedback (2)', 'Amazing lectures (1)', 'Accessible outside class (1)']",5.0,100%
,[],NA,NA
"Hoffland, Christian","['Tough grader (2)', 'Lots of homework (2)']",2.5,NA
"Malitsky, Joshua","['Get ready to read (3)', 'Caring (1)', 'Gives good feedback (1)', 'Respected (1)', 'Lots of homework (1)', 'Amazing lectures (1)']",4.1,NA
"Affe, Robert","['Hilarious (6)', 'Lecture heavy (5)', 'Inspirational (5)', 'Respected (4)', 'Gives good feedback (4)', 'Amazing lectures (3)', 'Graded by few things (3)', 'Caring (3)', 'Test heavy (2)', 'Clear grading criteria (2)', 'EXTRA CREDIT (1)', 'Accessible outside class (1)']",3.8,42%
"Loxton, Abigail","['Gives good feedback (2)', 'Clear grading criteria (2)', 'Tough grader (1)', 'Lots of homework (1)', 'Participation matters (1)']",3.3,NA
"Dalecki, Jacek","['Hilarious (31)', 'Amazing lectures (30)', 'Respected (29)', 'Graded by few things (13)', 'Inspirational (10)', 'Lecture heavy (10)', 'Test heavy (8)', 'Clear grading criteria (8)', 'Caring (7)', 'Tough grader (6)', 'Participation matters (4)', 'Get ready to read (3)', 'Gives good feedback (3)', 'Accessible outside class (3)']",4.5,83%
,[],NA,NA
"Stalnaker, Aaron","['Get ready to read (9)', 'Amazing lectures (5)', 'Participation matters (5)', 'Respected (5)', 'Caring (3)', 'Accessible outside class (3)', 'Beware of pop quizzes (3)', 'Lecture heavy (2)', 'Lots of homework (2)', 'Clear grading criteria (1)', 'EXTRA CREDIT (1)', 'Inspirational (1)']",4.0,82%
"DiOrio, Dawne","['Tough grader (3)', 'Clear grading criteria (3)', 'Lots of homework (2)', 'Get ready to read (2)', 'Group projects (2)', 'Lecture heavy (1)', 'EXTRA CREDIT (1)', 'Test heavy (1)', 'Caring (1)', 'Gives good feedback (1)']",2.7,20%
"Nicholson-Crotty, Jill","['Group projects (3)', 'Graded by few things (3)', 'Get ready to read (2)', 'So many papers (1)', 'Amazing lectures (1)', 'Test heavy (1)', 'Caring (1)', 'Gives good feedback (1)', 'Lecture heavy (1)']",2.5,43%
"Cravens, Craig","['Respected (2)', 'Hilarious (2)', 'Caring (1)', 'Gives good feedback (1)', 'Group projects (1)', 'Amazing lectures (1)', 'Accessible outside class (1)']",5.0,NA
"Melero-Garcia, Fernando","['Gives good feedback (4)', 'Participation matters (3)', 'Hilarious (3)', 'Lots of homework (2)', 'Clear grading criteria (2)', 'Caring (2)', 'Group projects (1)', 'Get ready to read (1)', 'Accessible outside class (1)', 'So many papers (1)']",4.0,86%
,[],NA,NA
"Williams, Brian","['Amazing lectures (4)', 'Caring (4)', 'Respected (3)', 'Gives good feedback (1)', 'Tough grader (1)', 'Inspirational (1)', 'Clear grading criteria (1)', 'EXTRA CREDIT (1)', 'Hilarious (1)']",4.7,100%
"Cao, Jingcun","['Accessible outside class (1)', 'Amazing lectures (1)', 'Inspirational (1)']",5.0,NA
"Snow, Nicholas","['Graded by few things (5)', 'Amazing lectures (5)', 'Lecture heavy (5)', 'Test heavy (3)', 'Respected (3)', 'EXTRA CREDIT (3)', 'Hilarious (2)', 'Participation matters (2)', 'Tough grader (1)', 'Caring (1)', 'Inspirational (1)', 'Get ready to read (1)', 'Clear grading criteria (1)']",3.3,50%
"Snaddon, Deborah","['Lecture heavy (5)', 'EXTRA CREDIT (5)', 'Accessible outside class (3)', 'Lots of homework (3)', 'Caring (3)', 'Clear grading criteria (2)', 'Get ready to read (1)', 'Gives good feedback (1)', 'Participation matters (1)', 'Respected (1)']",4.0,80%
"Payne, Shirley","['Hilarious (3)', 'Amazing lectures (2)', 'Lecture heavy (2)', 'Caring (2)', 'Inspirational (1)', 'Respected (1)', 'Clear grading criteria (1)', 'Group projects (1)']",4.2,NA
"St. Clair, Cody","['Get ready to read (2)', 'So many papers (1)', 'Gives good feedback (1)', 'Participation matters (1)']",3.0,NA
"Kaestle, Frederika","['Caring (4)', 'Hilarious (4)', 'Clear grading criteria (3)', 'Lecture heavy (3)', 'Amazing lectures (2)', 'Group projects (1)', 'Tough grader (1)', 'Graded by few things (1)', 'Gives good feedback (1)', 'Test heavy (1)', 'Respected (1)']",4.3,83%
,[],NA,NA
"Bradley, Nancy","['Caring (1)', 'Participation matters (1)', 'Gives good feedback (1)']",4.0,NA
"Rupp, John","['Lecture heavy (1)', 'Gives good feedback (1)', 'Caring (1)']",4.0,NA
"Pedraza-Martinez, Alfonso ","['Group projects (1)', 'Participation matters (1)', 'Tough grader (1)', 'Get ready to read (1)']",4.3,NA
"Maher, Jennifer","['Get ready to read (13)', 'Hilarious (12)', 'Tough grader (10)', 'Gives good feedback (8)', 'Beware of pop quizzes (3)', 'Amazing lectures (2)', 'Respected (2)', 'Lecture heavy (2)', 'Caring (1)', 'Lots of homework (1)', 'Graded by few things (1)', 'So many papers (1)']",4.0,92%
"Lewis, Gregory",[],NA,NA
,[],NA,NA
"Altizer, Katherine","['Gives good feedback (1)', 'Amazing lectures (1)', 'Clear grading criteria (1)']",5.0,NA
"Breithaupt, Fritz","['Respected (2)', 'Beware of pop quizzes (1)', 'Inspirational (1)', 'Participation matters (1)', 'Graded by few things (1)', 'Caring (1)', 'Hilarious (1)', 'Gives good feedback (1)']",5.0,NA
"Livingston, Kate","['Participation matters (4)', 'Get ready to read (3)', 'Clear grading criteria (2)', 'Lots of homework (2)', 'Amazing lectures (2)', 'Tough grader (1)', 'Accessible outside class (1)', 'Caring (1)']",4.7,67%
"Weber, Brenda","['Respected (2)', 'Accessible outside class (1)', 'Caring (1)', 'Amazing lectures (1)', 'Gives good feedback (1)']",4.5,NA
"Clüver, Yara",[],NA,NA
,[],NA,NA
"Wang, Wenyu","['Participation matters (7)', 'Caring (5)', 'Tough grader (4)', 'Group projects (2)', 'Respected (2)', 'Accessible outside class (2)', 'Clear grading criteria (1)']",3.7,100%
"Manring, Rebecca","['Tough grader (5)', 'Beware of pop quizzes (5)', 'Get ready to read (4)', 'Lecture heavy (3)', 'Lots of homework (2)', 'Gives good feedback (2)', 'Graded by few things (1)', 'Respected (1)', 'Inspirational (1)', 'Clear grading criteria (1)', 'So many papers (1)']",2.3,40%
"Orejuela, Fernando","['Get ready to read (11)', 'EXTRA CREDIT (5)', 'Participation matters (3)', 'Respected (3)', 'Lots of homework (3)', 'Lecture heavy (3)', 'So many papers (3)', 'Tough grader (2)', 'Graded by few things (2)', 'Clear grading criteria (1)', 'Gives good feedback (1)']",2.9,57%
"Pilachowski, Caty",[],NA,NA
"Morgan, Anita","['Lots of homework (11)', 'Get ready to read (8)', 'Lecture heavy (6)', 'Tough grader (3)', 'Respected (2)', 'Clear grading criteria (2)', 'Amazing lectures (2)', 'Accessible outside class (1)', 'Beware of pop quizzes (1)', 'Group projects (1)', 'Caring (1)', 'Hilarious (1)', 'Gives good feedback (1)']",2.0,18%
"Ranganathan, Bharat","['Get ready to read (6)', 'Participation matters (4)', 'Gives good feedback (3)', 'Graded by few things (2)', 'Tough grader (2)']",3.2,67%
"Bianco, William","['Tough grader (3)', 'Get ready to read (3)', 'Inspirational (2)', 'Lecture heavy (2)', 'Lots of homework (1)', 'Amazing lectures (1)', 'Graded by few things (1)', 'Hilarious (1)']",2.8,60%
,[],NA,NA
"Girgis, Shawna","['Group projects (6)', 'Clear grading criteria (3)', 'EXTRA CREDIT (3)', 'Respected (3)', 'Lecture heavy (2)', 'Gives good feedback (2)', 'Participation matters (1)', 'Caring (1)', 'So many papers (1)']",3.6,82%
"Choksy, Jamsheed","['Participation matters (2)', 'Amazing lectures (2)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Caring (1)', 'Gives good feedback (1)', 'Respected (1)']",4.7,NA
"Choksy, Carol","['Gives good feedback (6)', 'Participation matters (4)', 'Respected (3)', 'Amazing lectures (3)', 'Group projects (2)', 'Hilarious (2)', 'Tough grader (1)', 'So many papers (1)', 'Inspirational (1)', 'Get ready to read (1)', 'Lecture heavy (1)', 'Caring (1)']",3.9,100%
"Ongwere, Tom","['Amazing lectures (2)', 'EXTRA CREDIT (2)', 'Inspirational (1)', 'Participation matters (1)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Hilarious (1)']",4.7,NA
"Alexeev, Alexander","['Test heavy (1)', 'Hilarious (1)', 'Tough grader (1)', 'Beware of pop quizzes (1)', 'Lots of homework (1)']",3.5,NA
,[],NA,NA
"Kitagawa, Yoshihisa","['Lecture heavy (3)', 'Respected (2)', 'Caring (2)', 'Tough grader (1)', 'Graded by few things (1)', 'Accessible outside class (1)']",3.5,NA
"Lee, Hyo Sang","['Lots of homework (2)', 'Beware of pop quizzes (2)', 'EXTRA CREDIT (1)', 'Participation matters (1)', 'Tough grader (1)', 'Lecture heavy (1)', 'Get ready to read (1)']",3.0,NA
"Johnson, Jeffrey","['Gives good feedback (8)', 'Participation matters (5)', 'Get ready to read (4)', 'Hilarious (4)', 'Amazing lectures (1)', 'Tough grader (1)', 'Graded by few things (1)', 'Caring (1)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Accessible outside class (1)', 'Lecture heavy (1)']",4.2,80%
"Facos, Michelle","['Lecture heavy (1)', 'Gives good feedback (1)', 'Tough grader (1)', 'Graded by few things (1)', 'So many papers (1)', 'Clear grading criteria (1)']",4.3,NA
"Cuellar, Jim","['Lecture heavy (26)', 'Get ready to read (19)', 'Clear grading criteria (13)', 'Test heavy (11)', 'Lots of homework (9)', 'Respected (6)', 'Amazing lectures (6)', 'EXTRA CREDIT (5)', 'Tough grader (5)', 'Caring (3)', 'Accessible outside class (3)', 'Hilarious (2)', 'Inspirational (2)', 'Graded by few things (2)', 'Participation matters (2)']",3.9,52%
,[],NA,NA
"Chavez, Koji","['So many papers (1)', 'Clear grading criteria (1)', 'Get ready to read (1)', 'Lecture heavy (1)', 'Caring (1)', 'Gives good feedback (1)', 'EXTRA CREDIT (1)', 'Accessible outside class (1)', 'Respected (1)']",4.0,NA
"Lindsay, Eric","['Gives good feedback (6)', 'Inspirational (4)', 'Amazing lectures (3)', 'Hilarious (2)', 'Caring (1)', 'Lots of homework (1)', 'Respected (1)']",5.0,100%
"Svynarenko, Anton","['Hilarious (1)', 'Amazing lectures (1)', 'Gives good feedback (1)']",5.0,NA
"Walsman, Jason",[],NA,NA
"Grieb, Scott","['Gives good feedback (1)', 'Tough grader (1)']",4.5,NA
"Hertz, David","['Caring (2)', 'Hilarious (1)', 'Get ready to read (1)', 'So many papers (1)', 'Amazing lectures (1)']",2.0,NA
"Su, Zhixu","['Lots of homework (22)', 'Tough grader (19)', 'Caring (16)', 'Participation matters (7)', 'Gives good feedback (6)', 'Clear grading criteria (5)', 'Accessible outside class (4)', 'Lecture heavy (4)', 'Amazing lectures (3)', 'Test heavy (2)', 'Inspirational (2)', 'Graded by few things (2)', 'Respected (1)', 'Beware of pop quizzes (1)']",3.3,60%
,[],NA,NA
"Cueller, Jim",[],NA,NA
"Mowatt, Rasul","['Lots of homework (9)', 'Participation matters (5)', 'Tough grader (5)', 'Group projects (5)', 'So many papers (4)', 'Lecture heavy (4)', 'Gives good feedback (4)', 'Clear grading criteria (4)', 'Get ready to read (3)', 'Hilarious (2)', 'EXTRA CREDIT (2)', 'Respected (1)', 'Caring (1)', 'Amazing lectures (1)']",3.2,NA
"Punthasee, Pete","['Caring (4)', 'Inspirational (2)', 'Lots of homework (2)', 'Amazing lectures (1)', 'Respected (1)', 'So many papers (1)', 'Gives good feedback (1)', 'EXTRA CREDIT (1)', 'Hilarious (1)']",4.6,100%
"Helmke, Paul","['Get ready to read (9)', 'Respected (9)', 'Participation matters (7)', 'Inspirational (3)', 'Amazing lectures (2)', 'EXTRA CREDIT (2)', 'Caring (2)', 'Clear grading criteria (2)', 'Graded by few things (1)', 'Group projects (1)', 'Hilarious (1)', 'Gives good feedback (1)']",4.3,100%
"Simon, Daniel","['Tough grader (2)', 'Lecture heavy (2)', 'Lots of homework (1)', 'Gives good feedback (1)']",3.2,NA
,[],NA,NA
"Rabovsky, Thomas","['Lecture heavy (3)', 'Group projects (3)', 'Graded by few things (2)', 'Caring (2)', 'Amazing lectures (1)', 'Lots of homework (1)', 'Test heavy (1)']",3.4,80%
"Selka, Stephen","['Amazing lectures (6)', 'Get ready to read (3)', 'Beware of pop quizzes (3)', 'Respected (2)', 'Gives good feedback (2)', 'Inspirational (1)', 'Clear grading criteria (1)', 'Accessible outside class (1)', 'Caring (1)']",4.7,100%
"Bauer, Carl",[],NA,NA
"Byrd, Donyel","['Participation matters (3)', 'Caring (2)', 'EXTRA CREDIT (1)', 'Get ready to read (1)', 'Lecture heavy (1)', 'Gives good feedback (1)']",5.0,NA
"Hoffman-Patton, Cynthia","['Lots of homework (16)', 'Tough grader (12)', 'Participation matters (8)', 'Get ready to read (6)', 'Lecture heavy (6)', 'So many papers (5)', 'Amazing lectures (4)', 'Caring (3)', 'Clear grading criteria (3)', 'Graded by few things (2)', 'Beware of pop quizzes (1)', 'Inspirational (1)', 'Gives good feedback (1)']",3.6,30%
,[],NA,NA
"Emerick, Brandi","['Clear grading criteria (5)', 'Caring (3)', 'Gives good feedback (3)', 'Accessible outside class (3)', 'Lots of homework (2)', 'Inspirational (1)', 'Get ready to read (1)', 'Hilarious (1)']",4.4,89%
"Johnson, Christa","['Beware of pop quizzes (6)', 'Lecture heavy (4)', 'Accessible outside class (3)', 'Graded by few things (2)', 'Amazing lectures (2)', 'Test heavy (1)', 'Caring (1)', 'Lots of homework (1)', 'EXTRA CREDIT (1)']",3.4,63%
"Emigh, William","['Accessible outside class (2)', 'Caring (1)', 'Tough grader (1)', 'Respected (1)', 'Gives good feedback (1)']",3.3,NA
"Smith, Daniel","['Lots of homework (2)', 'Tough grader (1)', 'Test heavy (1)']",3.0,NA
"Reho, Kaitlyn",[],NA,NA
"McFadden, Patrick",[],NA,NA
"Brown, Travis","['Group projects (3)', 'Clear grading criteria (2)', 'Gives good feedback (2)', 'Inspirational (1)', 'Participation matters (1)', 'Lecture heavy (1)', 'Caring (1)', 'Respected (1)']",4.2,NA
,[],NA,NA
"Duncan, John","['Respected (6)', 'Lots of homework (3)', 'EXTRA CREDIT (3)', 'Participation matters (2)', 'Gives good feedback (2)', 'Caring (2)', 'Clear grading criteria (2)', 'Group projects (1)', 'Inspirational (1)']",3.7,33%
"Richert, Dan","['Lecture heavy (3)', 'Group projects (2)', 'EXTRA CREDIT (2)', 'Inspirational (1)', 'Respected (1)', 'Gives good feedback (1)']",3.6,NA
"Sailes, Gary","['Participation matters (3)', 'Tough grader (2)', 'Respected (2)', 'So many papers (2)', 'Hilarious (2)', 'Amazing lectures (1)', 'Inspirational (1)', 'Clear grading criteria (1)', 'Get ready to read (1)', 'Caring (1)', 'Gives good feedback (1)']",2.4,71%
"Gasseling, Shawn","['Caring (2)', 'Gives good feedback (2)', 'Respected (1)', 'Inspirational (1)']",5.0,NA
"Hess, Frank","['Respected (3)', 'Participation matters (2)', 'Caring (1)', 'Inspirational (1)', 'Hilarious (1)', 'Amazing lectures (1)']",4.7,NA
,[],NA,NA
"Gilliam, Mia","['Hilarious (1)', 'Clear grading criteria (1)', 'EXTRA CREDIT (1)', 'Graded by few things (1)', 'Caring (1)', 'Gives good feedback (1)', 'Amazing lectures (1)', 'Accessible outside class (1)', 'Respected (1)']",5.0,NA
"Brantlinger, Patrick",[],NA,NA
"McFadden, Lane","['Hilarious (2)', 'Amazing lectures (2)', 'Gives good feedback (1)', 'Group projects (1)']",5.0,NA
"Bosco, David","['Amazing lectures (4)', 'Caring (2)', 'Respected (2)', 'Participation matters (2)', 'Graded by few things (2)', 'Get ready to read (1)', 'Accessible outside class (1)', 'Hilarious (1)']",5.0,100%
"Bhutta, Adeel","['Lots of homework (8)', 'Tough grader (6)', 'Participation matters (5)', 'Amazing lectures (4)', 'EXTRA CREDIT (3)', 'Lecture heavy (3)', 'Group projects (2)', 'Test heavy (2)', 'Inspirational (2)', 'Get ready to read (1)']",3.3,53%
,[],NA,NA
"Scrivner, Olga","['Tough grader (1)', 'Lots of homework (1)']",1.5,NA
"Lemper, Tim","['Tough grader (12)', 'Hilarious (8)', 'Respected (8)', 'Beware of pop quizzes (5)', 'Test heavy (4)', 'Amazing lectures (3)', 'Inspirational (2)', 'Graded by few things (2)', 'Lecture heavy (2)', 'Caring (2)', 'Gives good feedback (2)', 'Clear grading criteria (2)', 'EXTRA CREDIT (1)', 'Get ready to read (1)']",4.2,78%
"Pak, Ougie","['Gives good feedback (2)', 'Respected (1)', 'Hilarious (1)', 'So many papers (1)', 'Inspirational (1)']",3.9,NA
"Dean, Norman","['Tough grader (50)', 'Lots of homework (12)', 'Lecture heavy (12)', 'Graded by few things (6)', 'Clear grading criteria (2)', 'Test heavy (2)', 'Hilarious (2)', 'Participation matters (1)', 'Respected (1)']",1.5,8%
"Edwards, Michael","['Tough grader (15)', 'Lots of homework (13)', 'Get ready to read (7)', 'Test heavy (7)', 'Hilarious (4)', 'Graded by few things (4)', 'Lecture heavy (3)', 'Inspirational (3)', 'Amazing lectures (3)', 'Caring (2)', 'Participation matters (2)', 'Clear grading criteria (1)', 'Accessible outside class (1)', 'Respected (1)']",2.3,13%
"Cook, Della","['Lecture heavy (6)', 'So many papers (5)', 'Get ready to read (5)', 'Participation matters (1)', 'Tough grader (1)']",2.3,10%
"Ariogul, Sibel","['Participation matters (3)', 'Graded by few things (2)', 'Gives good feedback (1)', 'Group projects (1)', 'Tough grader (1)', 'Clear grading criteria (1)']",2.9,NA
,[],NA,NA
"Reck, Cathrine","['Respected (35)', 'Hilarious (22)', 'Caring (18)', 'Tough grader (17)', 'Inspirational (14)', 'Test heavy (14)', 'Accessible outside class (9)', 'Amazing lectures (7)', 'Lecture heavy (7)', 'Clear grading criteria (6)', 'Lots of homework (5)', 'EXTRA CREDIT (4)', 'Participation matters (2)', 'Gives good feedback (2)', 'Get ready to read (2)']",4.2,79%
"Gray, Margaret","['Get ready to read (5)', 'Participation matters (4)', 'Tough grader (3)', 'Gives good feedback (2)', 'Caring (2)', 'Respected (2)', 'Lots of homework (1)', 'Lecture heavy (1)']",3.5,NA
"Aguirre, Nic","['Inspirational (2)', 'Gives good feedback (1)']",3.5,NA
"Layton, Bonnie","['Beware of pop quizzes (2)', 'Amazing lectures (2)', 'Gives good feedback (1)', 'Tough grader (1)', 'Lecture heavy (1)', 'Inspirational (1)', 'Get ready to read (1)', 'Caring (1)', 'Lots of homework (1)']",3.9,NA
"Terrill, Robert","['So many papers (2)', 'Respected (1)', 'Tough grader (1)', 'Accessible outside class (1)', 'Caring (1)', 'Gives good feedback (1)']",3.7,NA
,[],NA,NA
"Wright, Paul ","['Hilarious (6)', 'Amazing lectures (4)', 'Respected (3)', 'Gives good feedback (2)', 'Beware of pop quizzes (2)', 'Inspirational (2)', 'Caring (2)', 'EXTRA CREDIT (1)', 'Participation matters (1)', 'Test heavy (1)', 'Accessible outside class (1)', 'Lecture heavy (1)']",4.5,86%
"Anderson, James",[],NA,NA
"McGraw, Jason","['Get ready to read (10)', 'Lecture heavy (4)', 'Participation matters (3)', 'Lots of homework (3)', 'Accessible outside class (3)', 'Amazing lectures (2)', 'Tough grader (2)', 'Gives good feedback (2)', 'Hilarious (2)', 'Graded by few things (2)', 'Respected (1)', 'So many papers (1)', 'Caring (1)', 'Inspirational (1)']",2.7,27%
"Bertrand, Hayley",[],NA,NA
"Butters, Rebecca","['Tough grader (9)', 'Group projects (5)', 'Gives good feedback (4)', 'Accessible outside class (3)', 'Caring (3)', 'Inspirational (3)', 'Lots of homework (1)']",3.7,60%
,[],NA,NA
"Craiutu, Aurelian","['Amazing lectures (9)', 'Get ready to read (9)', 'Respected (8)', 'Gives good feedback (8)', 'Inspirational (6)', 'Accessible outside class (4)', 'Lecture heavy (3)', 'Caring (3)', 'Hilarious (3)', 'Participation matters (3)', 'Tough grader (2)', 'Clear grading criteria (1)', 'Graded by few things (1)']",4.5,100%
"Graf, Paul","['EXTRA CREDIT (26)', 'Get ready to read (20)', 'Tough grader (13)', 'Lecture heavy (10)', 'Hilarious (9)', 'Clear grading criteria (7)', 'Group projects (6)', 'Test heavy (5)', 'Respected (5)', 'Gives good feedback (5)', 'Amazing lectures (4)', 'Caring (4)', 'Graded by few things (3)', 'Inspirational (2)', 'Accessible outside class (2)', 'Lots of homework (2)', 'Participation matters (2)', 'Beware of pop quizzes (1)']",3.6,78%
"Losensky, Paul","['Gives good feedback (2)', 'Get ready to read (2)', 'Participation matters (1)']",3.0,NA
"Roberts, Alan","['Lecture heavy (12)', 'Get ready to read (10)', 'Test heavy (7)', 'Tough grader (7)', 'Graded by few things (6)', 'Amazing lectures (6)', 'Clear grading criteria (3)', 'EXTRA CREDIT (3)', 'Respected (3)', 'Hilarious (3)', 'Accessible outside class (3)', 'Caring (2)']",2.9,67%
"Serex, Paul","['Group projects (5)', 'Tough grader (4)', 'Respected (3)', 'Lots of homework (3)', 'Accessible outside class (2)', 'Caring (2)', 'Test heavy (1)', 'Lecture heavy (1)']",3.8,50%
"Renner, Terri","['Tough grader (13)', 'Lots of homework (12)', 'Get ready to read (6)', 'Beware of pop quizzes (5)', 'Lecture heavy (3)', 'Respected (3)', 'Test heavy (2)', 'Amazing lectures (1)', 'Accessible outside class (1)', 'Caring (1)']",2.8,36%
"Long, Sean",[],NA,NA
,[],NA,NA
"Jewell, Joyce","['EXTRA CREDIT (8)', 'Participation matters (4)', 'Tough grader (3)', 'Lecture heavy (3)', 'Group projects (3)', 'Caring (3)', 'Hilarious (2)', 'Respected (2)', 'Lots of homework (2)', 'Gives good feedback (2)', 'Inspirational (2)', 'Clear grading criteria (1)', 'Get ready to read (1)', 'Test heavy (1)', 'Beware of pop quizzes (1)', 'Amazing lectures (1)']",2.8,42%
"Nemes, Peter","['Group projects (13)', 'Lecture heavy (7)', 'Graded by few things (6)', 'Tough grader (5)', 'Get ready to read (4)', 'So many papers (2)', 'Amazing lectures (2)', 'Accessible outside class (1)', 'Test heavy (1)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Hilarious (1)', 'Gives good feedback (1)']",2.5,20%
"Delgado, Anne","['Gives good feedback (3)', 'Get ready to read (2)', 'Caring (2)', 'Respected (2)', 'EXTRA CREDIT (1)', 'Accessible outside class (1)', 'Hilarious (1)', 'Clear grading criteria (1)', 'Beware of pop quizzes (1)']",4.8,NA
"Masson, Dubos","['Test heavy (3)', 'Tough grader (2)', 'Get ready to read (2)', 'Graded by few things (2)', 'Lecture heavy (1)', 'Clear grading criteria (1)', 'Caring (1)']",1.5,17%
"Greiner, Dan","['Respected (5)', 'Caring (4)', 'Inspirational (4)', 'Accessible outside class (2)', 'Lots of homework (2)', 'Gives good feedback (1)', 'Get ready to read (1)', 'Test heavy (1)']",4.3,75%
,[],NA,NA
"Haupert, Mara","['Lots of homework (2)', 'Accessible outside class (1)', 'Caring (1)']",4.3,NA
"Forrest, Gina","['Hilarious (5)', 'Caring (4)', 'Respected (2)', 'Amazing lectures (2)', 'Inspirational (1)']",4.2,83%
"Yoder, Shelli ","['Tough grader (10)', 'Caring (7)', 'Inspirational (6)', 'Lots of homework (6)', 'Gives good feedback (5)', 'EXTRA CREDIT (5)', 'Participation matters (4)', 'Accessible outside class (4)', 'Amazing lectures (3)', 'Clear grading criteria (1)', 'Respected (1)']",4.2,64%
"Watkins, Kelly","['Tough grader (4)', 'Graded by few things (4)', 'Group projects (4)', 'Get ready to read (2)', 'Gives good feedback (1)', 'Hilarious (1)', 'Inspirational (1)', 'Lecture heavy (1)', 'Lots of homework (1)']",1.8,13%
"Hendrickson, James","['Gives good feedback (2)', 'Caring (1)', 'Participation matters (1)']",5.0,NA
,[],NA,NA
"Yasuda, John","['Respected (1)', 'Get ready to read (1)', 'Hilarious (1)']",5.0,NA
"Lexmond, Angela","['Caring (2)', 'Accessible outside class (1)', 'Gives good feedback (1)']",4.4,NA
"Kirk, Paul","['Hilarious (2)', 'Clear grading criteria (2)', 'Tough grader (1)', 'Beware of pop quizzes (1)', 'Inspirational (1)', 'Test heavy (1)']",3.8,NA
"Rothstein, Bret","['Accessible outside class (1)', 'Amazing lectures (1)', 'Get ready to read (1)', 'Graded by few things (1)', 'Participation matters (1)']",3.1,NA
"Cintra Guimarães, Maria",[],NA,NA
